"","rule","n","N","runtime"
"7616","rule_run_fitree_masked_normal",15,200,26772
"7617","rule_run_fitree_masked_normal",10,500,37295
"7618","rule_run_fitree_masked_normal",15,200,18130
"7619","rule_run_fitree_masked_normal",10,500,15526
"7620","rule_run_fitree_masked_normal",15,200,39530
"7621","rule_run_fitree_masked_normal",10,500,23566
"7622","rule_run_fitree_masked_normal",15,500,156776
"7623","rule_run_fitree_masked_normal",10,200,8506
"7624","rule_run_fitree_masked_normal",5,500,2330
"7625","rule_run_fitree_masked_normal",15,500,169097
"7626","rule_run_fitree_masked_normal",15,200,21349
"7627","rule_run_fitree_masked_normal",10,200,5316
"7628","rule_run_fitree_masked_normal",5,500,1387
"7629","rule_run_fitree_masked_normal",10,200,2612
"7630","rule_run_fitree_masked_normal",15,500,172297
"7631","rule_run_fitree_masked_normal",15,200,20182
"7632","rule_run_fitree_masked_normal",15,500,115524
"7633","rule_run_fitree_masked_normal",10,200,6527
"7634","rule_run_fitree_masked_normal",10,500,22216
"7635","rule_run_fitree_masked_normal",10,500,23079
"7636","rule_run_fitree_masked_normal",5,500,1863
"7637","rule_run_fitree_masked_normal",15,500,103555
"7638","rule_run_fitree_masked_normal",15,200,36362
"7639","rule_run_fitree_masked_normal",10,200,6873
"7640","rule_run_fitree_masked_normal",5,500,4079
"7641","rule_run_fitree_masked_normal",5,500,2018
"7642","rule_run_fitree_masked_normal",5,500,1982
"7643","rule_run_fitree_masked_normal",10,500,37387
"7644","rule_run_fitree_masked_normal",5,200,312
"7645","rule_run_fitree_masked_normal",5,500,1672
"7646","rule_run_fitree_masked_normal",15,200,27575
"7647","rule_run_fitree_masked_normal",10,200,1676
"7648","rule_run_fitree_masked_normal",15,500,132929
"7649","rule_run_fitree_masked_normal",5,200,705
"7650","rule_run_fitree_masked_normal",15,500,128920
"7651","rule_run_fitree_masked_normal",5,500,1336
"7652","rule_run_fitree_masked_normal",5,200,791
"7653","rule_run_fitree_masked_normal",10,500,18573
"7654","rule_run_fitree_masked_normal",5,200,266
"7655","rule_run_fitree_masked_normal",5,200,870
"7656","rule_run_fitree_masked_normal",5,200,412
"7657","rule_run_fitree_masked_normal",10,500,31006
"7658","rule_run_fitree_masked_normal",5,200,1433
"7659","rule_run_fitree_masked_normal",10,500,35896
"7660","rule_run_fitree_masked_normal",5,200,219
"7661","rule_run_fitree_masked_normal",10,500,29027
"7662","rule_run_fitree_masked_normal",10,500,39970
"7663","rule_run_fitree_masked_normal",10,500,38866
"7664","rule_run_fitree_masked_normal",5,200,684
"7665","rule_run_fitree_masked_normal",5,200,894
"7666","rule_run_fitree_masked_normal",5,500,2332
"7667","rule_run_fitree_masked_normal",15,500,147145
"7668","rule_run_fitree_masked_normal",15,200,36096
"7669","rule_run_fitree_masked_normal",10,500,18993
"7670","rule_run_fitree_masked_normal",10,200,4078
"7671","rule_run_fitree_masked_normal",15,200,23550
"7672","rule_run_fitree_masked_normal",5,500,1017
"7673","rule_run_fitree_masked_normal",5,200,376
"7674","rule_run_fitree_masked_normal",10,500,41834
"7675","rule_run_fitree_masked_normal",5,200,776
"7676","rule_run_fitree_masked_normal",15,200,30145
"7677","rule_run_fitree_masked_normal",15,200,35824
"7678","rule_run_fitree_masked_normal",15,200,15072
"7679","rule_run_fitree_masked_normal",10,200,3239
"7680","rule_run_fitree_masked_normal",15,200,7035
"7681","rule_run_fitree_masked_normal",5,500,1303
"7682","rule_run_fitree_masked_normal",15,200,63478
"7683","rule_run_fitree_masked_normal",10,500,17633
"7684","rule_run_fitree_masked_normal",5,500,1678
"7685","rule_run_fitree_masked_normal",5,200,585
"7686","rule_run_fitree_masked_normal",10,200,10390
"7687","rule_run_fitree_masked_normal",5,200,358
"7688","rule_run_fitree_masked_normal",5,500,1821
"7689","rule_run_fitree_masked_normal",5,500,1587
"7690","rule_run_fitree_masked_normal",15,200,30663
"7691","rule_run_fitree_masked_normal",5,500,1732
"7692","rule_run_fitree_masked_normal",10,200,4866
"7693","rule_run_fitree_masked_normal",15,200,45595
"7694","rule_run_fitree_masked_normal",5,500,1389
"7695","rule_run_fitree_masked_normal",5,500,1516
"7696","rule_run_fitree_masked_normal",10,200,6862
"7697","rule_run_fitree_masked_normal",15,200,32437
"7698","rule_run_fitree_masked_normal",10,200,4481
"7699","rule_run_fitree_masked_normal",10,500,38789
"7700","rule_run_fitree_masked_normal",10,200,3704
"7701","rule_run_fitree_masked_normal",10,500,24425
"7702","rule_run_fitree_masked_normal",5,200,577
"7703","rule_run_fitree_masked_normal",5,500,1261
"7704","rule_run_fitree_masked_normal",15,200,22555
"7705","rule_run_fitree_masked_normal",5,500,1379
"7706","rule_run_fitree_masked_normal",15,200,49534
"7707","rule_run_fitree_masked_normal",15,200,29111
"7708","rule_run_fitree_masked_normal",15,200,32694
"7709","rule_run_fitree_masked_normal",15,500,105230
"7710","rule_run_fitree_masked_normal",10,500,21739
"7711","rule_run_fitree_masked_normal",15,200,16040
"7712","rule_run_fitree_masked_normal",15,200,40214
"7713","rule_run_fitree_masked_normal",10,200,5456
"7714","rule_run_fitree_masked_normal",10,200,9141
"7715","rule_run_fitree_masked_normal",15,200,39403
"7716","rule_run_fitree_masked_normal",5,200,480
"7717","rule_run_fitree_masked_normal",15,200,26334
"7718","rule_run_fitree_masked_normal",15,200,10778
"7719","rule_run_fitree_masked_normal",10,200,7499
"7720","rule_run_fitree_masked_normal",10,200,6231
"7721","rule_run_fitree_masked_normal",10,500,12265
"7722","rule_run_fitree_masked_normal",15,500,69602
"7723","rule_run_fitree_masked_normal",5,200,607
"7724","rule_run_fitree_masked_normal",5,500,7258
"7725","rule_run_fitree_masked_normal",5,200,1631
"7726","rule_run_fitree_masked_normal",5,200,582
"7727","rule_run_fitree_masked_normal",15,500,108761
"7728","rule_run_fitree_masked_normal",15,500,140312
"7729","rule_run_fitree_masked_normal",5,200,531
"7730","rule_run_fitree_masked_normal",10,200,10600
"7731","rule_run_fitree_masked_normal",10,200,11988
"7732","rule_run_fitree_masked_normal",15,200,30763
"7733","rule_run_fitree_masked_normal",15,500,145759
"7734","rule_run_fitree_masked_normal",10,500,10266
"7735","rule_run_fitree_masked_normal",15,200,28003
"7736","rule_run_fitree_masked_normal",5,200,933
"7737","rule_run_fitree_masked_normal",5,200,852
"7738","rule_run_fitree_masked_normal",15,200,17066
"7739","rule_run_fitree_masked_normal",10,200,4719
"7740","rule_run_fitree_masked_normal",15,200,37966
"7741","rule_run_fitree_masked_normal",15,500,143755
"7742","rule_run_fitree_masked_normal",10,500,13617
"7743","rule_run_fitree_masked_normal",5,500,1781
"7744","rule_run_fitree_masked_normal",15,200,35873
"7745","rule_run_fitree_masked_normal",10,500,29603
"7746","rule_run_fitree_masked_normal",5,500,2047
"7747","rule_run_fitree_masked_normal",15,500,123832
"7748","rule_run_fitree_masked_normal",15,200,15011
"7749","rule_run_fitree_masked_normal",15,200,19060
"7750","rule_run_fitree_masked_normal",10,500,23677
"7751","rule_run_fitree_masked_normal",15,200,2993
"7752","rule_run_fitree_masked_normal",15,200,41427
"7753","rule_run_fitree_masked_normal",15,200,11917
"7754","rule_run_fitree_masked_normal",15,200,49110
"7755","rule_run_fitree_masked_normal",5,200,545
"7756","rule_run_fitree_masked_normal",10,200,7889
"7757","rule_run_fitree_masked_normal",15,200,11859
"7758","rule_run_fitree_masked_normal",10,200,3600
"7759","rule_run_fitree_masked_normal",10,200,10104
"7760","rule_run_fitree_masked_normal",5,200,1037
"7761","rule_run_fitree_masked_normal",10,200,11474
"7762","rule_run_fitree_masked_normal",5,200,819
"7763","rule_run_fitree_masked_normal",15,500,152542
"7764","rule_run_fitree_masked_normal",15,200,51863
"7765","rule_run_fitree_masked_normal",10,200,5640
"7766","rule_run_fitree_masked_normal",10,200,3805
"7767","rule_run_fitree_masked_normal",10,200,4625
"7768","rule_run_fitree_masked_normal",10,500,39085
"7769","rule_run_fitree_masked_normal",5,500,1324
"7770","rule_run_fitree_masked_normal",10,200,5819
"7771","rule_run_fitree_masked_normal",10,200,9438
"7772","rule_run_fitree_masked_normal",10,500,22386
"7773","rule_run_fitree_masked_normal",10,200,8582
"7774","rule_run_fitree_masked_normal",5,500,1492
"7775","rule_run_fitree_masked_normal",15,500,168145
"7776","rule_run_fitree_masked_normal",15,500,110345
"7777","rule_run_fitree_masked_normal",10,200,6870
"7778","rule_run_fitree_masked_normal",15,500,112837
"7779","rule_run_fitree_masked_normal",10,500,23260
"7780","rule_run_fitree_masked_normal",10,500,19700
"7781","rule_run_fitree_masked_normal",15,500,92000
"7782","rule_run_fitree_masked_normal",10,200,1370
"7783","rule_run_fitree_masked_normal",10,500,22042
"7784","rule_run_fitree_masked_normal",10,200,7111
"7785","rule_run_fitree_masked_normal",10,200,5282
"7786","rule_run_fitree_masked_normal",10,500,21372
"7787","rule_run_fitree_masked_normal",15,200,11866
"7788","rule_run_fitree_masked_normal",10,200,4183
"7789","rule_run_fitree_masked_normal",10,200,11157
"7790","rule_run_fitree_masked_normal",15,500,122060
"7791","rule_run_fitree_masked_normal",5,500,1741
"7792","rule_run_fitree_masked_normal",10,500,22621
"7793","rule_run_fitree_masked_normal",10,200,6962
"7794","rule_run_fitree_masked_normal",15,200,37714
"7795","rule_run_fitree_masked_normal",10,200,7551
"7796","rule_run_fitree_masked_normal",5,200,494
"7797","rule_run_fitree_masked_normal",10,500,20904
"7798","rule_run_fitree_masked_normal",10,500,44245
"7799","rule_run_fitree_masked_normal",10,500,23100
"7800","rule_run_fitree_masked_normal",15,500,119697
"7801","rule_run_fitree_masked_normal",15,500,35769
"7802","rule_run_fitree_masked_normal",5,200,771
"7803","rule_run_fitree_masked_normal",15,200,36129
"7804","rule_run_fitree_masked_normal",5,500,3841
"7805","rule_run_fitree_masked_normal",5,200,428
"7806","rule_run_fitree_masked_normal",10,500,27064
"7807","rule_run_fitree_masked_normal",5,500,1765
"7808","rule_run_fitree_masked_normal",15,500,129300
"7809","rule_run_fitree_masked_normal",5,200,377
"7810","rule_run_fitree_masked_normal",5,200,1284
"7811","rule_run_fitree_masked_normal",10,500,31706
"7812","rule_run_fitree_masked_normal",15,500,168203
"7813","rule_run_fitree_masked_normal",5,500,1351
"7814","rule_run_fitree_masked_normal",5,500,1502
"7815","rule_run_fitree_masked_normal",15,200,65391
"7816","rule_run_fitree_masked_normal",5,200,475
"7817","rule_run_fitree_masked_normal",5,200,622
"7818","rule_run_fitree_masked_normal",5,200,1464
"7819","rule_run_fitree_masked_normal",15,500,171352
"7820","rule_run_fitree_masked_normal",10,200,6207
"7821","rule_run_fitree_masked_normal",10,200,5329
"7822","rule_run_fitree_masked_normal",15,200,14659
"7823","rule_run_fitree_masked_normal",5,200,567
"7824","rule_run_fitree_masked_normal",5,500,3367
"7825","rule_run_fitree_masked_normal",10,500,26380
"7826","rule_run_fitree_masked_normal",15,200,34380
"7827","rule_run_fitree_masked_normal",5,500,1900
"7828","rule_run_fitree_masked_normal",5,500,1391
"7829","rule_run_fitree_masked_normal",15,500,139659
"7830","rule_run_fitree_masked_normal",10,500,50904
"7831","rule_run_fitree_masked_normal",15,200,34162
"7832","rule_run_fitree_masked_normal",5,500,1399
"7833","rule_run_fitree_masked_normal",15,200,27654
"7834","rule_run_fitree_masked_normal",15,500,93451
"7835","rule_run_fitree_masked_normal",10,200,2288
"7836","rule_run_fitree_masked_normal",15,500,169161
"7837","rule_run_fitree_masked_normal",15,200,13120
"7838","rule_run_fitree_masked_normal",10,200,7110
"7839","rule_run_fitree_masked_normal",15,200,49153
"7840","rule_run_fitree_masked_normal",10,500,52767
"7841","rule_run_fitree_masked_normal",15,200,8828
"7842","rule_run_fitree_masked_normal",5,200,1001
"7843","rule_run_fitree_masked_normal",10,500,24775
"7844","rule_run_fitree_masked_normal",5,500,2888
"7845","rule_run_fitree_masked_normal",15,500,125469
"7846","rule_run_fitree_masked_normal",5,500,1504
"7847","rule_run_fitree_masked_normal",5,500,1844
"7848","rule_run_fitree_masked_normal",5,500,3649
"7849","rule_run_fitree_masked_normal",10,500,20482
"7850","rule_run_fitree_masked_normal",10,500,34089
"7851","rule_run_fitree_masked_normal",10,500,26494
"7852","rule_run_fitree_masked_normal",5,200,427
"7853","rule_run_fitree_masked_normal",10,200,17413
"7854","rule_run_fitree_masked_normal",15,200,13653
"7855","rule_run_fitree_masked_normal",5,500,2551
"7856","rule_run_fitree_masked_normal",5,200,722
"7857","rule_run_fitree_masked_normal",10,200,10539
"7858","rule_run_fitree_masked_normal",15,200,7522
"7859","rule_run_fitree_masked_normal",15,200,11366
"7860","rule_run_fitree_masked_normal",10,500,41040
"7861","rule_run_fitree_masked_normal",10,200,1180
"7862","rule_run_fitree_masked_normal",10,200,17079
"7863","rule_run_fitree_masked_normal",5,500,1149
"7864","rule_run_fitree_masked_normal",10,500,22239
"7865","rule_run_fitree_masked_normal",10,500,45816
"7866","rule_run_fitree_masked_normal",10,200,5016
"7867","rule_run_fitree_masked_normal",10,500,19516
"7868","rule_run_fitree_masked_normal",10,500,27848
"7869","rule_run_fitree_masked_normal",5,200,417
"7870","rule_run_fitree_masked_normal",5,500,1499
"7871","rule_run_fitree_masked_normal",15,200,50808
"7872","rule_run_fitree_masked_normal",15,200,36005
"7873","rule_run_fitree_masked_normal",10,200,4841
"7874","rule_run_fitree_masked_normal",5,500,2456
"7875","rule_run_fitree_masked_normal",10,200,5601
"7876","rule_run_fitree_masked_normal",5,200,688
"7877","rule_run_fitree_masked_normal",15,500,152116
"7878","rule_run_fitree_masked_normal",10,200,3976
"7879","rule_run_fitree_masked_normal",5,500,1710
"7880","rule_run_fitree_masked_normal",10,200,7154
"7881","rule_run_fitree_masked_normal",10,200,2003
"7882","rule_run_fitree_masked_normal",15,200,68814
"7883","rule_run_fitree_masked_normal",15,500,122705
"7884","rule_run_fitree_masked_normal",10,500,20447
"7885","rule_run_fitree_masked_normal",10,200,4829
"7886","rule_run_fitree_masked_normal",5,200,340
"7887","rule_run_fitree_masked_normal",5,500,1232
"7888","rule_run_fitree_masked_normal",10,200,15721
"7889","rule_run_fitree_masked_normal",5,200,1069
"7890","rule_run_fitree_masked_normal",15,200,20481
"7891","rule_run_fitree_masked_normal",5,500,1360
"7892","rule_run_fitree_masked_normal",10,500,39477
"7893","rule_run_fitree_masked_normal",10,500,16064
"7894","rule_run_fitree_masked_normal",15,500,111519
"7895","rule_run_fitree_masked_normal",10,200,7938
"7896","rule_run_fitree_masked_normal",10,200,6384
"7897","rule_run_fitree_masked_normal",10,500,26985
"7898","rule_run_fitree_masked_normal",15,200,15642
"7899","rule_run_fitree_masked_normal",10,500,23066
"7900","rule_run_fitree_masked_normal",10,500,23898
"7901","rule_run_fitree_masked_normal",10,200,3594
"7902","rule_run_fitree_masked_normal",15,500,163015
"7903","rule_run_fitree_masked_normal",10,200,4868
"7904","rule_run_fitree_masked_normal",5,200,418
"7905","rule_run_fitree_masked_normal",5,200,330
"7906","rule_run_fitree_masked_normal",5,500,3129
"7907","rule_run_fitree_masked_normal",10,200,1613
"7908","rule_run_fitree_masked_normal",5,200,784
"7909","rule_run_fitree_masked_normal",10,200,7655
"7910","rule_run_fitree_masked_normal",5,500,1627
"7911","rule_run_fitree_masked_normal",10,500,32249
"7912","rule_run_fitree_masked_normal",15,200,49847
"7913","rule_run_fitree_masked_normal",5,500,3356
"7914","rule_run_fitree_masked_normal",5,200,570
"7915","rule_run_fitree_masked_normal",10,200,1117
"7916","rule_run_fitree_masked_normal",10,500,44541
"7917","rule_run_fitree_masked_normal",15,500,54487
"7918","rule_run_fitree_masked_normal",15,200,55295
"7919","rule_run_fitree_masked_normal",15,500,157630
"7920","rule_run_fitree_masked_normal",5,200,553
"7921","rule_run_fitree_masked_normal",10,200,11343
"7922","rule_run_fitree_masked_normal",5,500,1954
"7923","rule_run_fitree_masked_normal",15,200,37924
"7924","rule_run_fitree_masked_normal",15,500,106668
"7925","rule_run_fitree_masked_normal",10,500,18614
"7926","rule_run_fitree_masked_normal",10,200,4586
"7927","rule_run_fitree_masked_normal",5,200,580
"7928","rule_run_fitree_masked_normal",10,500,12917
"7929","rule_run_fitree_masked_normal",10,200,6275
"7930","rule_run_fitree_masked_normal",10,500,22863
"7931","rule_run_fitree_masked_normal",5,500,3469
"7932","rule_run_fitree_masked_normal",10,200,5377
"7933","rule_run_fitree_masked_normal",5,500,1321
"7934","rule_run_fitree_masked_normal",15,500,153209
"7935","rule_run_fitree_masked_normal",5,200,381
"7936","rule_run_fitree_masked_normal",10,500,15247
"7937","rule_run_fitree_masked_normal",10,500,30817
"7938","rule_run_fitree_masked_normal",5,500,1184
"7939","rule_run_fitree_masked_normal",5,200,791
"7940","rule_run_fitree_masked_normal",15,200,11899
"7941","rule_run_fitree_masked_normal",5,500,1767
"7942","rule_run_fitree_masked_normal",5,200,841
"7943","rule_run_fitree_masked_normal",5,200,285
"7944","rule_run_fitree_masked_normal",15,500,110741
"7945","rule_run_fitree_masked_normal",5,500,1448
"7946","rule_run_fitree_masked_normal",5,200,327
"7947","rule_run_fitree_masked_normal",15,500,93904
"7948","rule_run_fitree_masked_normal",5,200,880
"7949","rule_run_fitree_masked_normal",10,200,4570
"7950","rule_run_fitree_masked_normal",5,500,1219
"7951","rule_run_fitree_masked_normal",10,200,9624
"7952","rule_run_fitree_masked_normal",5,500,3109
"7953","rule_run_fitree_masked_normal",5,500,4067
"7954","rule_run_fitree_masked_normal",5,500,2940
"7955","rule_run_fitree_masked_normal",5,500,1410
"7956","rule_run_fitree_masked_normal",5,500,1852
"7957","rule_run_fitree_masked_normal",10,200,12231
"7958","rule_run_fitree_masked_normal",15,500,150910
"7959","rule_run_fitree_masked_normal",15,200,26267
"7960","rule_run_fitree_masked_normal",5,500,3333
"7961","rule_run_fitree_masked_normal",5,200,226
"7962","rule_run_fitree_masked_normal",10,200,7390
"7963","rule_run_fitree_masked_normal",5,500,1417
"7964","rule_run_fitree_masked_normal",15,200,14833
"7965","rule_run_fitree_masked_normal",15,200,22580
"7966","rule_run_fitree_masked_normal",5,500,1284
"7967","rule_run_fitree_masked_normal",5,500,1655
"7968","rule_run_fitree_masked_normal",5,500,2127
"7969","rule_run_fitree_masked_normal",15,200,25046
"7970","rule_run_fitree_masked_normal",15,200,49074
"7971","rule_run_fitree_masked_normal",10,500,25210
"7972","rule_run_fitree_masked_normal",10,500,35978
"7973","rule_run_fitree_masked_normal",5,200,776
"7974","rule_run_fitree_masked_normal",5,200,537
"7975","rule_run_fitree_masked_normal",10,500,18773
"7976","rule_run_fitree_masked_normal",10,200,6244
"7977","rule_run_fitree_masked_normal",10,200,6188
"7978","rule_run_fitree_masked_normal",10,200,11024
"7979","rule_run_fitree_masked_normal",5,500,1115
"7980","rule_run_fitree_masked_normal",10,200,10857
"7981","rule_run_fitree_masked_normal",10,500,20506
"7982","rule_run_fitree_masked_normal",15,500,58666
"7983","rule_run_fitree_masked_normal",10,200,6803
"7984","rule_run_fitree_masked_normal",10,500,25532
"7985","rule_run_fitree_masked_normal",15,200,32007
"7986","rule_run_fitree_masked_normal",10,500,32284
"7987","rule_run_fitree_masked_normal",5,500,2273
"7988","rule_run_fitree_masked_normal",10,500,18102
"7989","rule_run_fitree_masked_normal",15,500,162943
"7990","rule_run_fitree_masked_normal",15,200,34631
"7991","rule_run_fitree_masked_normal",5,500,1798
"7992","rule_run_fitree_masked_normal",5,200,501
"7993","rule_run_fitree_masked_normal",5,200,558
"7994","rule_run_fitree_masked_normal",10,500,27368
"7995","rule_run_fitree_masked_normal",10,200,5593
"7996","rule_run_fitree_masked_normal",10,500,12103
"7997","rule_run_fitree_masked_normal",5,200,1009
"7998","rule_run_fitree_masked_normal",15,500,168803
"7999","rule_run_fitree_masked_normal",5,500,1493
"8000","rule_run_fitree_masked_normal",5,500,2281
"8001","rule_run_fitree_masked_normal",15,500,116513
"8002","rule_run_fitree_masked_normal",5,200,687
"8003","rule_run_fitree_masked_normal",5,200,484
"8004","rule_run_fitree_masked_normal",5,500,1359
"8005","rule_run_fitree_masked_normal",15,500,35932
"8006","rule_run_fitree_masked_normal",10,200,2164
"8007","rule_run_fitree_masked_normal",5,200,784
"8008","rule_run_fitree_masked_normal",10,200,6389
"8009","rule_run_fitree_masked_normal",10,500,28974
"8010","rule_run_fitree_masked_normal",10,200,10189
"8011","rule_run_fitree_masked_normal",15,200,24788
"8012","rule_run_fitree_masked_normal",5,200,559
"8013","rule_run_fitree_masked_normal",15,500,99670
"8014","rule_run_fitree_masked_normal",15,200,29358
"8015","rule_run_fitree_masked_normal",15,200,14194
"8016","rule_run_fitree_masked_normal",10,500,33949
"8017","rule_run_fitree_masked_normal",10,500,28510
"8018","rule_run_fitree_masked_normal",10,500,18180
"8019","rule_run_fitree_masked_normal",10,500,20285
"8020","rule_run_fitree_masked_normal",15,500,106400
"8021","rule_run_fitree_masked_normal",10,200,9499
"8022","rule_run_fitree_masked_normal",15,500,168451
"8023","rule_run_fitree_masked_normal",10,200,7949
"8024","rule_run_fitree_masked_normal",10,200,4907
"8025","rule_run_fitree_masked_normal",10,500,16873
"8026","rule_run_fitree_masked_normal",15,200,21429
"8027","rule_run_fitree_masked_normal",10,500,28399
"8028","rule_run_fitree_masked_normal",15,200,49152
"8029","rule_run_fitree_masked_normal",10,500,28788
"8030","rule_run_fitree_masked_normal",10,500,27940
"8031","rule_run_fitree_masked_normal",10,200,6764
"8032","rule_run_fitree_masked_normal",10,200,1348
"8033","rule_run_fitree_masked_normal",5,500,1836
"8034","rule_run_fitree_masked_normal",10,200,8798
"8035","rule_run_fitree_masked_normal",10,500,34386
"8036","rule_run_fitree_masked_normal",5,500,1822
"8037","rule_run_fitree_masked_normal",10,200,13847
"8038","rule_run_fitree_masked_normal",5,500,1757
"8039","rule_run_fitree_masked_normal",15,200,7203
"8040","rule_run_fitree_masked_normal",10,500,26420
"8041","rule_run_fitree_masked_normal",5,200,651
"8042","rule_run_fitree_masked_normal",5,200,711
"8043","rule_run_fitree_masked_normal",5,200,625
"8044","rule_run_fitree_masked_normal",10,200,4796
"8045","rule_run_fitree_masked_normal",10,500,29361
"8046","rule_run_fitree_masked_normal",10,200,2424
"8047","rule_run_fitree_masked_normal",5,200,1072
"8048","rule_run_fitree_masked_normal",10,200,8030
"8049","rule_run_fitree_masked_normal",5,500,1521
"8050","rule_run_fitree_masked_normal",15,200,42086
"8051","rule_run_fitree_masked_normal",15,200,6248
"8052","rule_run_fitree_masked_normal",15,200,27294
"8053","rule_run_fitree_masked_normal",5,200,476
"8054","rule_run_fitree_masked_normal",15,200,35749
"8055","rule_run_fitree_masked_normal",10,200,3583
"8056","rule_run_fitree_masked_normal",15,200,20643
"8057","rule_run_fitree_masked_normal",10,500,40093
"8058","rule_run_fitree_masked_normal",5,200,1346
"8059","rule_run_fitree_masked_normal",15,500,168649
"8060","rule_run_fitree_masked_normal",5,500,1636
"8061","rule_run_fitree_masked_normal",10,200,4498
"8062","rule_run_fitree_masked_normal",10,500,17617
"8063","rule_run_fitree_masked_normal",15,200,37746
"8064","rule_run_fitree_masked_normal",15,500,147953
"8065","rule_run_fitree_masked_normal",10,500,29227
"8066","rule_run_fitree_masked_normal",15,200,20047
"8067","rule_run_fitree_masked_normal",5,500,1672
"8068","rule_run_fitree_masked_normal",10,500,28536
"8069","rule_run_fitree_masked_normal",15,500,90747
"8070","rule_run_fitree_masked_normal",5,500,2772
"8071","rule_run_fitree_masked_normal",5,200,602
"8072","rule_run_fitree_masked_normal",10,200,2589
"8073","rule_run_fitree_masked_normal",5,200,298
"8074","rule_run_fitree_masked_normal",10,500,23193
"8075","rule_run_fitree_masked_normal",15,200,25560
"8076","rule_run_fitree_masked_normal",5,500,784
"8077","rule_run_fitree_masked_normal",5,500,1530
"8078","rule_run_fitree_masked_normal",15,200,28576
"8079","rule_run_fitree_masked_normal",15,200,13621
"8080","rule_run_fitree_masked_normal",10,500,50313
"8081","rule_run_fitree_masked_normal",5,200,666
"8082","rule_run_fitree_masked_normal",10,200,2325
"8083","rule_run_fitree_masked_normal",15,500,96615
"8084","rule_run_fitree_masked_normal",5,200,579
"8085","rule_run_fitree_masked_normal",10,500,40664
"8086","rule_run_fitree_masked_normal",15,200,20112
"8087","rule_run_fitree_masked_normal",5,500,1587
"8088","rule_run_fitree_masked_normal",10,200,7642
"8089","rule_run_fitree_masked_normal",5,500,1770
"8090","rule_run_fitree_masked_normal",10,200,3899
"8091","rule_run_fitree_masked_normal",15,500,59693
"8092","rule_run_fitree_masked_normal",10,200,6698
"8093","rule_run_fitree_masked_normal",15,200,6428
"8094","rule_run_fitree_masked_normal",15,500,166800
"8095","rule_run_fitree_masked_normal",10,500,22108
"8096","rule_run_fitree_masked_normal",15,500,105223
"8097","rule_run_fitree_masked_normal",10,500,19665
"8098","rule_run_fitree_masked_normal",10,500,16224
"8099","rule_run_fitree_masked_normal",5,500,1210
"8100","rule_run_fitree_masked_normal",10,500,31338
"8101","rule_run_fitree_masked_normal",15,200,12168
"8102","rule_run_fitree_masked_normal",5,500,1151
"8103","rule_run_fitree_masked_normal",15,200,9831
"8104","rule_run_fitree_masked_normal",5,500,1976
"8105","rule_run_fitree_masked_normal",10,200,7982
"8106","rule_run_fitree_masked_normal",5,500,1311
"8107","rule_run_fitree_masked_normal",15,500,154614
"8108","rule_run_fitree_masked_normal",5,500,1986
"8109","rule_run_fitree_masked_normal",5,200,434
"8110","rule_run_fitree_masked_normal",5,500,1952
"8111","rule_run_fitree_masked_normal",15,500,116918
"8112","rule_run_fitree_masked_normal",10,200,6035
"8113","rule_run_fitree_masked_normal",10,200,8774
"8114","rule_run_fitree_masked_normal",5,500,1257
"8115","rule_run_fitree_masked_normal",5,500,1971
"8116","rule_run_fitree_masked_normal",10,200,4761
"8117","rule_run_fitree_masked_normal",15,200,24953
"8118","rule_run_fitree_masked_normal",15,500,155318
"8119","rule_run_fitree_masked_normal",10,200,10522
"8120","rule_run_fitree_masked_normal",15,200,27238
"8121","rule_run_fitree_masked_normal",15,200,37759
"8122","rule_run_fitree_masked_normal",5,500,1200
"8123","rule_run_fitree_masked_normal",5,200,414
"8124","rule_run_fitree_masked_normal",15,500,94637
"8125","rule_run_fitree_masked_normal",15,200,20761
"8126","rule_run_fitree_masked_normal",5,500,1122
"8127","rule_run_fitree_masked_normal",15,500,144984
"8128","rule_run_fitree_masked_normal",5,200,752
"8129","rule_run_fitree_masked_normal",10,500,13859
"8130","rule_run_fitree_masked_normal",10,500,30978
"8131","rule_run_fitree_masked_normal",5,500,3479
"8132","rule_run_fitree_masked_normal",10,200,2856
"8133","rule_run_fitree_masked_normal",5,500,1557
"8134","rule_run_fitree_masked_normal",15,200,50088
"8135","rule_run_fitree_masked_normal",15,200,34280
"8136","rule_run_SCIFIL",10,500,1574
"8137","rule_run_SCIFIL",15,500,35544
"8138","rule_run_SCIFIL",15,500,26564
"8139","rule_run_SCIFIL",10,500,814
"8140","rule_run_SCIFIL",10,500,2042
"8141","rule_run_SCIFIL",10,200,192
"8142","rule_run_SCIFIL",5,200,53
"8143","rule_run_SCIFIL",15,500,39512
"8144","rule_run_SCIFIL",10,200,131
"8145","rule_run_SCIFIL",10,200,164
"8146","rule_run_SCIFIL",15,500,27376
"8147","rule_run_SCIFIL",10,200,79
"8148","rule_run_SCIFIL",10,500,552
"8149","rule_run_SCIFIL",10,200,206
"8150","rule_run_SCIFIL",5,200,132
"8151","rule_run_SCIFIL",5,500,114
"8152","rule_run_SCIFIL",15,500,13544
"8153","rule_run_SCIFIL",10,200,221
"8154","rule_run_SCIFIL",15,500,26790
"8155","rule_run_SCIFIL",15,200,3185
"8156","rule_run_SCIFIL",15,200,2449
"8157","rule_run_SCIFIL",5,500,127
"8158","rule_run_SCIFIL",15,200,2474
